Year,Team,Week,OppTeam
2011,Northern Illinois,10,Toledo
2011,Northern Illinois,11,Bowling Green
2011,Northern Illinois,12,Ball State
2011,Northern Illinois,13,Eastern Michigan
2011,Northern Illinois,14,Ohio
2011,Northern Illinois,15,Arkansas State
2011,NC State,1,Liberty
2011,NC State,2,Wake Forest
2011,NC State,3,South Alabama
2011,NC State,4,Cincinnati
2011,NC State,5,Georgia Tech
2011,NC State,6,Central Michigan
2011,NC State,7,na 
2011,NC State,8,Virginia
2011,NC State,9,Florida State
2011,NC State,10,North Carolina
2011,NC State,11,Boston College
2011,NC State,12,Clemson
2011,NC State,13,Maryland
2011,NC State,15,Louisville
2011,Navy,1,Delaware
2011,Navy,2,Western Kentucky
2011,Navy,3,South Carolina
2011,Navy,4,na 
2011,Navy,5,Air Force
2011,Navy,6,Southern Miss
2011,Navy,7,Rutgers
2011,Navy,8,East Carolina
2011,Navy,9,Notre Dame
2011,Navy,10,Troy
2011,Navy,11,SMU
2011,Navy,12,San Jose State
2011,Navy,13,na 
2011,Navy,14,na 
2011,Navy,15,Army
2011,Nebraska,1,Chattanooga
2011,Nebraska,2,Fresno State
2011,Nebraska,3,Washington
2011,Nebraska,4,Wyoming
2011,Nebraska,5,Wisconsin
2011,Nebraska,6,Ohio State
2011,Nebraska,7,na 
2011,Nebraska,8,Minnesota
2011,Nebraska,9,Michigan State
2011,Nebraska,10,Northwestern
2011,Nebraska,11,Penn State
2011,Nebraska,12,Michigan
2011,Nebraska,13,Iowa
2011,Nebraska,15,South Carolina
2011,Nevada,1,na 
2011,Nevada,2,Oregon
2011,Nevada,3,San Jose State
2011,Nevada,4,Texas Tech
2011,Nevada,5,Boise State
2011,Nevada,6,UNLV
2011,Nevada,7,New Mexico
2011,Nevada,8,Fresno State
2011,Nevada,9,New Mexico State
2011,Nevada,10,na 
2011,Nevada,11,Hawaii
2011,Nevada,12,Louisiana Tech
2011,Nevada,13,Utah State
2011,Nevada,14,Idaho
2011,Nevada,15,Southern Miss
2011,New Mexico,1,Colorado State
2011,New Mexico,2,Arkansas
2011,New Mexico,3,Texas Tech
2011,New Mexico,4,Sam Houston State
2011,New Mexico,5,New Mexico State
2011,New Mexico,6,na 
2011,New Mexico,7,Nevada
2011,New Mexico,8,TCU
2011,New Mexico,9,Air Force
2011,New Mexico,10,San Diego State
2011,New Mexico,11,UNLV
2011,New Mexico,12,Wyoming
2011,New Mexico,13,na 
2011,New Mexico,14,Boise State
2011,New Mexico State,1,Ohio
2011,New Mexico State,2,Minnesota
2011,New Mexico State,3,UTEP
2011,New Mexico State,4,San Jose State
2011,New Mexico State,5,New Mexico
2011,New Mexico State,6,na 
2011,New Mexico State,7,Idaho
2011,New Mexico State,8,Hawaii
2011,New Mexico State,9,Nevada
2011,New Mexico State,10,Georgia
2011,New Mexico State,11,Fresno State
2011,New Mexico State,12,BYU
2011,New Mexico State,13,Louisiana Tech
2011,New Mexico State,14,Utah State
2011,North Carolina,1,James Madison
2011,North Carolina,2,Rutgers
2011,North Carolina,3,Virginia
2011,North Carolina,4,Georgia Tech
2011,North Carolina,5,East Carolina
2011,North Carolina,6,Louisville
2011,North Carolina,7,Miami
2011,North Carolina,8,Clemson
2011,North Carolina,9,Wake Forest
2011,North Carolina,10,NC State
2011,North Carolina,11,na 
2011,North Carolina,12,Virginia Tech
2011,North Carolina,13,Duke
2011,North Carolina,15,Missouri
2011,North Texas,1,FIU
2011,North Texas,2,Houston
2011,North Texas,3,Alabama
2011,North Texas,4,Indiana
2011,North Texas,5,Tulsa
2011,North Texas,6,Florida Atlantic
2011,North Texas,7,Louisiana-Lafayette
2011,North Texas,8,Louisiana-Monroe
2011,North Texas,9,Arkansas State
2011,North Texas,10,na 
2011,North Texas,11,Troy
2011,North Texas,12,Western Kentucky
2011,North Texas,13,na 
2011,North Texas,14,Middle Tennessee
2011,Northwestern,1,Boston College
2011,Northwestern,2,Eastern Illinois
2011,Northwestern,3,Army
2011,Northwestern,4,na 
2011,Northwestern,5,Illinois
2011,Northwestern,6,Michigan
2011,Northwestern,7,Iowa
2011,Northwestern,8,Penn State
2011,Northwestern,9,Indiana
2011,Northwestern,10,Nebraska
2011,Northwestern,11,Rice
2011,Northwestern,12,Minnesota
2011,Northwestern,13,Michigan State
2011,Northwestern,15,Texas A&M
2011,Notre Dame,1,South Florida
2011,Notre Dame,2,Michigan
2011,Notre Dame,3,Michigan State
2011,Notre Dame,4,Pittsburgh
2011,Notre Dame,5,Purdue
2011,Notre Dame,6,Air Force
2011,Notre Dame,7,na 
2011,Notre Dame,8,USC
2011,Notre Dame,9,Navy
2011,Notre Dame,10,Wake Forest
2011,Notre Dame,11,Maryland
2011,Notre Dame,12,Boston College
2011,Notre Dame,13,Stanford
2011,Notre Dame,15,Florida State
2011,Ohio,1,New Mexico State
2011,Ohio,2,Gardner-Webb
2011,Ohio,3,Marshall
2011,Ohio,4,Rutgers
2011,Ohio,5,Kent State
2011,Ohio,6,Buffalo
2011,Ohio,7,Ball State
2011,Ohio,8,Akron
2011,Ohio,9,na 
2011,Ohio,10,Temple
2011,Ohio,11,Central Michigan
2011,Ohio,12,Bowling Green
2011,Ohio,13,Miami (OH)
2011,Ohio,14,Northern Illinois
2011,Ohio,15,Utah State
2011,Ohio State,1,Akron
2011,Ohio State,2,Toledo
2011,Ohio State,3,Miami
2011,Ohio State,4,Colorado
2011,Ohio State,5,Michigan State
2011,Ohio State,6,Nebraska
2011,Ohio State,7,Illinois
2011,Ohio State,8,na 
2011,Ohio State,9,Wisconsin
2011,Ohio State,10,Indiana
2011,Ohio State,11,Purdue
2011,Ohio State,12,Penn State
2011,Ohio State,13,Michigan
2011,Ohio State,15,Florida
2011,Oklahoma,1,Tulsa
2011,Oklahoma,2,na 
2011,Oklahoma,3,Florida State
2011,Oklahoma,4,Missouri
2011,Oklahoma,5,Ball State
2011,Oklahoma,6,Texas
2011,Oklahoma,7,Kansas
2011,Oklahoma,8,Texas Tech
2011,Oklahoma,9,Kansas State
2011,Oklahoma,10,Texas A&M
2011,Oklahoma,11,na 
2011,Oklahoma,12,Baylor
2011,Oklahoma,13,Iowa State
2011,Oklahoma,14,Oklahoma State
2011,Oklahoma,15,Iowa
2011,Oklahoma State,1,Louisiana-Lafayette
2011,Oklahoma State,2,Arizona
2011,Oklahoma State,3,Tulsa
2011,Oklahoma State,4,Texas A&M
2011,Oklahoma State,5,na 
2011,Oklahoma State,6,Kansas
2011,Oklahoma State,7,Texas
2011,Oklahoma State,8,Missouri
2011,Oklahoma State,9,Baylor
2011,Oklahoma State,10,Kansas State
2011,Oklahoma State,11,Texas Tech
2011,Oklahoma State,12,Iowa State
2011,Oklahoma State,13,na 
2011,Oklahoma State,14,Oklahoma
2011,Oklahoma State,15,Stanford
2011,Oregon,1,LSU
2011,Oregon,2,Nevada
2011,Oregon,3,Missouri State
2011,Oregon,4,Arizona
2011,Oregon,5,na 
2011,Oregon,6,California
2011,Oregon,7,Arizona State
2011,Oregon,8,Colorado
2011,Oregon,9,Washington State
2011,Oregon,10,Washington
2011,Oregon,11,Stanford
2011,Oregon,12,USC
2011,Oregon,13,Oregon State
2011,Oregon,14,UCLA
2011,Oregon,15,Wisconsin
2011,Oregon State,1,Sacramento State
2011,Oregon State,2,Wisconsin
2011,Oregon State,3,na 
2011,Oregon State,4,UCLA
2011,Oregon State,5,Arizona State
2011,Oregon State,6,Arizona
2011,Oregon State,7,BYU
2011,Oregon State,8,Washington State
2011,Oregon State,9,Utah
2011,Oregon State,10,Stanford
2011,Oregon State,11,California
2011,Oregon State,12,Washington State
2011,Oregon State,13,Oregon
2011,Penn State,1,Indiana State
2011,Penn State,2,Alabama
2011,Penn State,3,Temple
2011,Penn State,4,Eastern Michigan
2011,Penn State,5,Indiana
2011,Penn State,6,Iowa
2011,Penn State,7,Purdue
2011,Penn State,8,Northwestern
2011,Penn State,9,Illinois
2011,Penn State,10,na 
2011,Penn State,11,Nebraska
2011,Penn State,12,Ohio State
2011,Penn State,13,Wisconsin
2011,Penn State,15,Houston
2011,Pittsburgh,1,Buffalo
2011,Pittsburgh,2,Maine
2011,Pittsburgh,3,Iowa
2011,Pittsburgh,4,Notre Dame
2011,Pittsburgh,5,South Florida
2011,Pittsburgh,6,Rutgers
2011,Pittsburgh,7,Utah
2011,Pittsburgh,8,na 
2011,Pittsburgh,9,Connecticut
2011,Pittsburgh,10,Cincinnati
2011,Pittsburgh,11,Louisville
2011,Pittsburgh,13,West Virginia
2011,Pittsburgh,14,Syracuse
2011,Pittsburgh,15,SMU
2011,Purdue,1,Middle Tennessee
2011,Purdue,2,Rice
2011,Purdue,3,Southeast Missouri State
2011,Purdue,4,na 
2011,Purdue,5,Notre Dame
2011,Purdue,6,Minnesota
2011,Purdue,7,Penn State
2011,Purdue,8,Illinois
2011,Purdue,9,Michigan
2011,Purdue,10,Wisconsin
2011,Purdue,11,Ohio State
2011,Purdue,12,Iowa
2011,Purdue,13,Indiana
2011,Purdue,15,Western Michigan
2011,Rice,1,Texas
2011,Rice,2,Purdue
2011,Rice,3,na 
2011,Rice,4,Baylor
2011,Rice,5,Southern Miss
2011,Rice,6,Memphis
2011,Rice,7,Marshall
2011,Rice,8,Tulsa
2011,Rice,9,Houston
2011,Rice,10,UTEP
2011,Rice,11,Northwestern
2011,Rice,12,Tulane
2011,Rice,13,SMU
2011,Rutgers,1,North Carolina Central
2011,Rutgers,2,North Carolina
2011,Rutgers,3,na 
2011,Rutgers,4,Ohio
2011,Rutgers,5,Syracuse
2011,Rutgers,6,Pittsburgh
2011,Rutgers,7,Navy
2011,Rutgers,8,Louisville
2011,Rutgers,9,West Virginia
2011,Rutgers,10,South Florida
2011,Rutgers,11,Army
2011,Rutgers,12,Cincinnati
2011,Rutgers,13,Connecticut
2011,Rutgers,15,Iowa State
2011,San Diego State,1,Cal Poly
2011,San Diego State,2,Army
2011,San Diego State,3,Washington State
2011,San Diego State,4,Michigan
2011,San Diego State,5,na 
2011,San Diego State,6,TCU
2011,San Diego State,7,Air Force
2011,San Diego State,8,na 
2011,San Diego State,9,Wyoming
2011,San Diego State,10,New Mexico
2011,San Diego State,11,Colorado State
2011,San Diego State,12,Boise State
2011,San Diego State,13,UNLV
2011,San Diego State,14,Fresno State
2011,San Diego State,15,Louisiana-Lafayette
2011,San Jose State,1,Stanford
2011,San Jose State,2,UCLA
2011,San Jose State,3,Nevada
2011,San Jose State,4,New Mexico State
2011,San Jose State,5,Colorado State
2011,San Jose State,6,BYU
2011,San Jose State,7,Hawaii
2011,San Jose State,8,na 
2011,San Jose State,9,Louisiana Tech
2011,San Jose State,10,Idaho
2011,San Jose State,11,Utah State
2011,San Jose State,12,Navy
2011,San Jose State,13,Fresno State
2011,SMU,1,Texas A&M
2011,SMU,2,UTEP
2011,SMU,3,Northwestern State
2011,SMU,4,Memphis
2011,SMU,5,TCU
2011,SMU,6,na 
2011,SMU,7,UCF
2011,SMU,8,Southern Miss
2011,SMU,9,Tulsa
2011,SMU,10,Tulane
2011,SMU,11,Navy
2011,SMU,12,Houston
2011,SMU,13,Rice
2011,SMU,15,Pittsburgh
2011,South Carolina,1,East Carolina
2011,South Carolina,2,Georgia
2011,South Carolina,3,Navy
2011,South Carolina,4,Vanderbilt
2011,South Carolina,5,Auburn
2011,South Carolina,6,Kentucky
2011,South Carolina,7,Mississippi State
2011,South Carolina,8,na 
2011,South Carolina,9,Tennessee
2011,South Carolina,10,Arkansas
2011,South Carolina,11,Florida
2011,South Carolina,12,Citadel
2011,South Carolina,13,Clemson
2011,South Carolina,15,Nebraska
2011,South Florida,1,Notre Dame
2011,South Florida,2,Ball State
2011,South Florida,3,Florida A&M
2011,South Florida,4,UTEP
2011,South Florida,5,Pittsburgh
2011,South Florida,6,na 
2011,South Florida,7,Connecticut
2011,South Florida,8,Cincinnati
2011,South Florida,9,na 
2011,South Florida,10,Rutgers
2011,South Florida,11,Syracuse
2011,South Florida,12,Miami
2011,South Florida,13,Louisville
2011,South Florida,14,West Virginia
2011,USC,1,Minnesota
2011,USC,2,Utah
2011,USC,3,Syracuse
2011,USC,4,Arizona State
2011,USC,5,Arizona
2011,USC,6,na 
2011,USC,7,California
2011,USC,8,Notre Dame
2011,USC,9,Stanford
2011,USC,10,Colorado
2011,USC,11,Washington
2011,USC,12,Oregon
2011,USC,13,UCLA
2011,Southern Miss,1,Louisiana Tech
2011,Southern Miss,2,Marshall
2011,Southern Miss,3,Southeastern Louisiana
2011,Southern Miss,4,Virginia
2011,Southern Miss,5,Rice
2011,Southern Miss,6,Navy
2011,Southern Miss,7,na 
2011,Southern Miss,8,SMU
2011,Southern Miss,9,UTEP
2011,Southern Miss,10,East Carolina
2011,Southern Miss,11,UCF
2011,Southern Miss,12,UAB
2011,Southern Miss,13,Memphis
2011,Southern Miss,14,Houston
2011,Southern Miss,15,Nevada
2011,Stanford,1,San Jose State
2011,Stanford,2,Duke
2011,Stanford,3,Arizona
2011,Stanford,4,na 
2011,Stanford,5,UCLA
2011,Stanford,6,Colorado
2011,Stanford,7,Washington
2011,Stanford,8,Washington
2011,Stanford,9,USC
2011,Stanford,10,Oregon State
2011,Stanford,11,Oregon
2011,Stanford,12,California
2011,Stanford,13,Notre Dame
2011,Stanford,15,Oklahoma State
2011,Syracuse,1,Wake Forest
2011,Syracuse,2,Rhode Island
2011,Syracuse,3,USC
2011,Syracuse,4,Toledo
2011,Syracuse,5,Rutgers
2011,Syracuse,6,Tulane
2011,Syracuse,7,na 
2011,Syracuse,8,West Virginia
2011,Syracuse,9,Louisville
2011,Syracuse,10,Connecticut
2011,Syracuse,11,South Florida
2011,Syracuse,12,na 
2011,Syracuse,13,Cincinnati
2011,Syracuse,14,Pittsburgh
2011,TCU,1,Baylor
2011,TCU,2,Air Force
2011,TCU,3,Louisiana-Monroe
2011,TCU,4,Portland State
2011,TCU,5,SMU
2011,TCU,6,San Diego State
2011,TCU,7,na 
2011,TCU,8,New Mexico
2011,TCU,9,BYU
2011,TCU,10,Wyoming
2011,TCU,11,Boise State
2011,TCU,12,Colorado State
2011,TCU,13,na 
2011,TCU,14,UNLV
2011,TCU,15,Louisiana Tech
2011,Temple,1,Villanova
2011,Temple,2,Akron
2011,Temple,3,Penn State
2011,Temple,4,Maryland
2011,Temple,5,Toledo
2011,Temple,6,Ball State
2011,Temple,7,Buffalo
2011,Temple,8,Bowling Green
2011,Temple,9,na 
2011,Temple,10,Ohio
2011,Temple,11,"Miami, OH"
2011,Temple,12,Army
2011,Temple,13,Kent State
2011,Temple,15,Wyoming
2011,Tennessee,1,Montana
2011,Tennessee,2,Cincinnati
2011,Tennessee,3,Florida
2011,Tennessee,4,na 
2011,Tennessee,5,Buffalo
2011,Tennessee,6,Georgia
2011,Tennessee,7,LSU
2011,Tennessee,8,Alabama
2011,Tennessee,9,South Carolina
2011,Tennessee,10,Middle Tennessee
2011,Tennessee,11,Arkansas
2011,Tennessee,12,Vanderbilt
2011,Tennessee,13,Kentucky
2011,Texas,1,Rice
2011,Texas,2,BYU
2011,Texas,3,UCLA
2011,Texas,4,na 
2011,Texas,5,Iowa State
2011,Texas,6,Oklahoma
2011,Texas,7,Oklahoma State
2011,Texas,8,na 
2011,Texas,9,Kansas
2011,Texas,10,Texas Tech
2011,Texas,11,Missouri
2011,Texas,12,Kansas State
2011,Texas,13,Texas A&M
2011,Texas,14,Baylor
2011,Texas,15,California
2011,Texas A&M,1,SMU
2011,Texas A&M,2,na 
2011,Texas A&M,3,Idaho
2011,Texas A&M,4,Oklahoma State
2011,Texas A&M,5,Arkansas
2011,Texas A&M,6,Texas Tech
2011,Texas A&M,7,Baylor
2011,Texas A&M,8,Iowa State
2011,Texas A&M,9,Missouri
2011,Texas A&M,10,Oklahoma
2011,Texas A&M,11,Kansas State
2011,Texas A&M,12,Kansas
2011,Texas A&M,13,Texas
2011,Texas A&M,15,Northwestern
2011,Texas Tech,1,Texas State
2011,Texas Tech,2,na 
2011,Texas Tech,3,New Mexico
2011,Texas Tech,4,Nevada
2011,Texas Tech,5,Kansas
2011,Texas Tech,6,Texas A&M
2011,Texas Tech,7,Kansas State
2011,Texas Tech,8,Oklahoma
2011,Texas Tech,9,Iowa State
2011,Texas Tech,10,Texas
2011,Texas Tech,11,Oklahoma State
2011,Texas Tech,12,Missouri
2011,Texas Tech,13,Baylor
2011,Toledo,1,New Hampshire
2011,Toledo,2,Ohio State
2011,Toledo,3,Boise State
2011,Toledo,4,Syracuse
2011,Toledo,5,Temple
2011,Toledo,6,Eastern Michigan
2011,Toledo,7,Bowling Green
2011,Toledo,8,"Miami, OH"
2011,Toledo,9,na 
2011,Toledo,10,Northern Illinois
2011,Toledo,11,Western Michigan
2011,Toledo,12,Central Michigan
2011,Toledo,13,Ball State
2011,Toledo,15,Air Force
2011,Troy,1,Clemson
2011,Troy,2,na 
2011,Troy,3,Arkansas
2011,Troy,4,Middle Tennessee
2011,Troy,5,UAB
2011,Troy,6,Louisiana-Lafayette
2011,Troy,7,Louisiana-Monroe
2011,Troy,8,na 
2011,Troy,9,FIU
2011,Troy,10,Navy
2011,Troy,11,North Texas
2011,Troy,12,Florida Atlantic
2011,Troy,13,Western Kentucky
2011,Troy,14,Arkansas State
2011,Tulane,1,Southeastern Louisiana
2011,Tulane,2,Tulsa
2011,Tulane,3,UAB
2011,Tulane,4,Duke
2011,Tulane,5,Army
2011,Tulane,6,Syracuse
2011,Tulane,7,UTEP
2011,Tulane,8,Memphis
2011,Tulane,9,East Carolina
2011,Tulane,10,SMU
2011,Tulane,11,Houston
2011,Tulane,12,Rice
2011,Tulane,13,Hawaii
2011,Tulsa,1,Oklahoma
2011,Tulsa,2,Tulane
2011,Tulsa,3,Oklahoma State
2011,Tulsa,4,Boise State
2011,Tulsa,5,North Texas
2011,Tulsa,6,na 
2011,Tulsa,7,UAB
2011,Tulsa,8,Rice
2011,Tulsa,9,SMU
2011,Tulsa,10,UCF
2011,Tulsa,11,Marshall
2011,Tulsa,12,UTEP
2011,Tulsa,13,Houston
2011,Tulsa,15,BYU
2011,UAB,1,na 
2011,UAB,2,Florida
2011,UAB,3,Tulane
2011,UAB,4,East Carolina
2011,UAB,5,Troy
2011,UAB,6,Mississippi State
2011,UAB,7,Tulsa
2011,UAB,8,UCF
2011,UAB,9,Marshall
2011,UAB,10,Houston
2011,UAB,11,Memphis
2011,UAB,12,Southern Miss
2011,UAB,13,Florida Atlantic
2011,UCF,1,Charleston Southern
2011,UCF,2,Boston College
2011,UCF,3,FIU
2011,UCF,4,BYU
2011,UCF,5,na 
2011,UCF,6,Marshall
2011,UCF,7,SMU
2011,UCF,8,UAB
2011,UCF,9,Memphis
2011,UCF,10,Tulsa
2011,UCF,11,Southern Miss
2011,UCF,12,East Carolina
2011,UCF,13,UTEP
2011,UCLA,1,Houston
2011,UCLA,2,San Jose State
2011,UCLA,3,Texas
2011,UCLA,4,Oregon State
2011,UCLA,5,Stanford
2011,UCLA,6,Washington State
2011,UCLA,7,na 
2011,UCLA,8,Arizona
2011,UCLA,9,California
2011,UCLA,10,Arizona State
2011,UCLA,11,Utah
2011,UCLA,12,Colorado
2011,UCLA,13,USC
2011,UCLA,14,Oregon
2011,UCLA,15,Illinois
2011,UNLV,1,Wisconsin
2011,UNLV,2,Washington State
2011,UNLV,3,Hawaii
2011,UNLV,4,Southern Utah
2011,UNLV,5,na 
2011,UNLV,6,Nevada
2011,UNLV,7,Wyoming
2011,UNLV,8,na 
2011,UNLV,9,Colorado State
2011,UNLV,10,Boise State
2011,UNLV,11,New Mexico
2011,UNLV,12,Air Force
2011,UNLV,13,San Diego State
2011,UNLV,14,TCU
2011,Utah,1,Montana State
2011,Utah,2,USC
2011,Utah,3,BYU
2011,Utah,4,na 
2011,Utah,5,Washington
2011,Utah,6,Arizona State
2011,Utah,7,Pittsburgh
2011,Utah,8,California
2011,Utah,9,Oregon State
2011,Utah,10,Arizona
2011,Utah,11,UCLA
2011,Utah,12,Washington State
2011,Utah,13,Colorado
2011,Utah,15,Georgia Tech
2011,Utah State,1,Auburn
2011,Utah State,2,Weber State
2011,Utah State,3,na 
2011,Utah State,4,Colorado State
2011,Utah State,5,BYU
2011,Utah State,6,Wyoming
2011,Utah State,7,Fresno State
2011,Utah State,8,Louisiana Tech
2011,Utah State,9,na 
2011,Utah State,10,Hawaii
2011,Utah State,11,San Jose State
2011,Utah State,12,Idaho
2011,Utah State,13,Nevada
2011,Utah State,14,New Mexico State
2011,Utah State,15,Ohio
2011,UTEP,1,Stony Brook
2011,UTEP,2,SMU
2011,UTEP,3,New Mexico State
2011,UTEP,4,South Florida
2011,UTEP,5,Houston
2011,UTEP,6,na 
2011,UTEP,7,Tulane
2011,UTEP,8,Colorado State
2011,UTEP,9,Southern Miss
2011,UTEP,10,Rice
2011,UTEP,11,East Carolina
2011,UTEP,12,Tulsa
2011,UTEP,13,UCF
2011,Vanderbilt,1,Elon
2011,Vanderbilt,2,Connecticut
2011,Vanderbilt,3,Mississippi
2011,Vanderbilt,4,South Carolina
2011,Vanderbilt,5,na 
2011,Vanderbilt,6,Alabama
2011,Vanderbilt,7,Georgia
2011,Vanderbilt,8,Army
2011,Vanderbilt,9,Arkansas
2011,Vanderbilt,10,Florida
2011,Vanderbilt,11,Kentucky
2011,Vanderbilt,12,Tennessee
2011,Vanderbilt,13,Wake Forest
2011,Vanderbilt,15,Cincinnati
2011,Virginia,1,William & Mary
2011,Virginia,2,Indiana
2011,Virginia,3,North Carolina
2011,Virginia,4,Southern Miss
2011,Virginia,5,Idaho
2011,Virginia,6,na 
2011,Virginia,7,Georgia Tech
2011,Virginia,8,NC State
2011,Virginia,9,Miami
2011,Virginia,10,Maryland
2011,Virginia,11,Duke
2011,Virginia,12,Florida State
2011,Virginia,13,Virginia Tech
2011,Virginia,15,Auburn
2011,Virginia Tech,1,Appalachian State
2011,Virginia Tech,2,East Carolina
2011,Virginia Tech,3,Arkansas State
2011,Virginia Tech,4,Marshall
2011,Virginia Tech,5,Clemson
2011,Virginia Tech,6,Miami
2011,Virginia Tech,7,Wake Forest
2011,Virginia Tech,8,Boston College
2011,Virginia Tech,9,Duke
2011,Virginia Tech,10,na 
2011,Virginia Tech,11,Georgia Tech
2011,Virginia Tech,12,North Carolina
2011,Virginia Tech,13,Virginia
2011,Virginia Tech,14,Clemson
2011,Virginia Tech,15,Michigan
2011,Western Kentucky,1,Kentucky
2011,Western Kentucky,2,Navy
2011,Western Kentucky,3,Indiana State
2011,Western Kentucky,4,na 
2011,Western Kentucky,5,Arkansas State
2011,Western Kentucky,6,Middle Tennessee
2011,Western Kentucky,7,Florida Atlantic
2011,Western Kentucky,8,Louisiana-Lafayette
2011,Western Kentucky,9,Louisiana-Monroe
2011,Western Kentucky,10,FIU
2011,Western Kentucky,11,LSU
2011,Western Kentucky,12,North Texas
2011,Western Kentucky,13,Troy
2011,Western Michigan,1,Michigan
2011,Western Michigan,2,Nicholls State
2011,Western Michigan,3,Central Michigan
2011,Western Michigan,4,Illinois
2011,Western Michigan,5,Connecticut
2011,Western Michigan,6,Bowling Green
2011,Western Michigan,7,Northern Illinois
2011,Western Michigan,8,Eastern Michigan
2011,Western Michigan,9,Ball State
2011,Western Michigan,10,na 
2011,Western Michigan,11,Toledo
2011,Western Michigan,12,"Miami, OH"
2011,Western Michigan,13,Akron
2011,Western Michigan,15,Purdue
2011,Wake Forest,1,Syracuse
2011,Wake Forest,2,NC State
2011,Wake Forest,3,Gardner-Webb
2011,Wake Forest,4,na 
2011,Wake Forest,5,Boston College
2011,Wake Forest,6,Florida State
2011,Wake Forest,7,Virginia Tech
2011,Wake Forest,8,Duke
2011,Wake Forest,9,North Carolina
2011,Wake Forest,10,Notre Dame
2011,Wake Forest,11,Clemson
2011,Wake Forest,12,Maryland
2011,Wake Forest,13,Vanderbilt
2011,Wake Forest,15,Mississippi State
2011,Washington,1,Eastern Washington
2011,Washington,2,Hawaii
2011,Washington,3,Nebraska
2011,Washington,4,California
2011,Washington,5,Utah
2011,Washington,6,na 
2011,Washington,7,Colorado
2011,Washington,8,Stanford
2011,Washington,9,Arizona
2011,Washington,10,Oregon
2011,Washington,11,USC
2011,Washington,13,Washington State
2011,Washington,15,Baylor
2011,Washington ,12,Oregon State
2011,Washington State,1,Idaho State
2011,Washington State,2,UNLV
2011,Washington State,3,San Diego State
2011,Washington State,4,na 
2011,Washington State,5,Colorado
2011,Washington State,6,UCLA
2011,Washington State,7,Stanford
2011,Washington State,8,Oregon State
2011,Washington State,9,Oregon
2011,Washington State,10,California
2011,Washington State,11,Arizona State
2011,Washington State,12,Utah
2011,Washington State,13,Washington
2011,West Virginia,1,Marshall
2011,West Virginia,2,Norfolk State
2011,West Virginia,3,Maryland
2011,West Virginia,4,LSU
2011,West Virginia,5,Bowling Green
2011,West Virginia,6,Connecticut
2011,West Virginia,7,na 
2011,West Virginia,8,Syracuse
2011,West Virginia,9,Rutgers
2011,West Virginia,10,Louisville
2011,West Virginia,11,Cincinnati
